UserId,ItemId
319,1648 467 98 415 857 27 2402 1511 2277 2365 1484 1108 233 93 2619 1546 2780 2498 102 3063 1110 1559 3069 1 544 1777 990 43 1607 2607 1454 1440 951 1010 1069 174 1040 1415 806 811 11 973 4 2637 1453 200 497 2557 421 2993 1832 511 2336 567 1036 1614 217 2098 1615 425 1692 451 443 10 154 640 618 2837 349 1823 173 607 939 26 1737 764 1109 495 633 1951 276 2014 1031 0 41 2419 631 1304 848 420 472 1403 104 300 1293 1107 886 32 132 108 2778 3101 1765 263 1055 406 2469 654 1748 2406 118 131 298 387 395 2 249 1406 2388 99 8 1811 1490 45 426 896 3198 245
320,697 610 1674 2574 983 85 1316 699 3122 866 179 2115 30 800 1831 1596 271 150 705 856 1629 1065 20 174 397 339 362 756 3178 2373 2035 1936 1383 2413 1819 1938 1380 1346 2617 431 2909 1648 2525 21 1914 115 481 16 3089 456 538 1484 2680 1040 1327 148 131 0 848 561 2812 1536 2470 2471 129 118 1646 2272 2087 315 1931 1180 139 1540 3033 102 990 1283 130 479 284
321,314 559 1656 1369 470 327 1018 926 815 870 3193 2135 2930 558 2167 328 506 2275 928 682 2251 2515 2128 1871 104 1914 1617 608 1285 2074 2523 44 756 315 2170 2354 1674 610 20 1084 1851 2184 1231 2077 667 2158 1921 414 1843 2000 89 1021 1904 1143 1258 2947 2412 2111 2871 866 1958 93 2453 2603 705 1821 904 2800 1596 3035 1364 2498 2726 1701 655 680 487 2039 1020 1718 1371 2760 39 3114 126 115 2302 1284 1206 53 181 23 3023 77 72 1015 1936 862 2788 2026 1378 723 1535 2632 196 1502 1569 2373 1148 1990 2709 937 36 1742 2965 586 804 1505 700 2754 2617 2219 716 907 634 1088 2774 1198 3068 1048 648 2525 1220 520 1242 1186 2054 213 2988 2362 285 2821 1574 545 1634 800 3130 370 33 2846 919 1546 295 1614 1692 848 1814
322,2632 252 2402 403 2930 1849 487 877 543 1654 2859 990 2871 3020 2040 93 1194 866 515 260 2649 1041 705 3166 541 3006 511 155 36 370 2039 2 1346 1015 2925 88 1608 716 11 162 1068 91 40 63 51 517 2362 338 714 856 2488 1464 3052 87 695 69 707 2839 420 814 2201 1922 3033 1687 1800 28 2722 169
323,2309 350 669 393 473 2354 1745 3061 894 90 1222 1312 1607 951 1369 930 422 1073 2197 1643 1170 2297 315 591 151 1238 954 64 1595 1438 645 2500 1736 673 291 1592 205 1023 981 357 1690 2510 1880 53 1583 709 747 651 3107 1825 177 1076 89 768 2602 1870 2693 765 1278 582 771 3119 34 23 909 2583 1970 2247 1037 690 2986 2551 535 2979 1042 1231 209 1259 2463 200 121
324,1643 2179 1794 2500 1169 1829 765 2309 2022 388 232 1420 2646 221 1720 601 36 1413 1 84 1014 1242 2318 1340 1548 1740 244 1221 104 1600 1909 2654 2124 63 2403 1321 1535 2810 759 615 117 340 51 627 3068 21 569 270 686 1808 2481 127 2971 1726 1111 1801 2677 748 287 239 712 2107
325,614 319 47 3075 2752 2028 84 259 40 418 1909 1265 1176 1321 1233 417 569 754 1464 3163 206 27 1001 1612 91 1271 2661 1771 427 664 38 1085 117 2519 1726 2235 1500 56 740 2157 1218 2012 508 1533 1234 2620 1412 633 539 708 122 173 0 550 83 1951 543 245 22 76 3050 164
326,1155 891 23 1052 2635 1918 1375 2336 2854 709 1878 1984 1856 2213 951 71 314 2618 2074 383 2397 2803 1202 151 265 3021 2832 1379 938 412 2411 1568 2719 52 1189 1520 1705 2746 544 723 2684 1912 2790 513 1835 3166 1995 1247 2480 1491 2499 874 2667 719 174 943 77 129 993 32 404 103 8 273 5
327,952 175 1401 1010 1340 2726 1258 2774 2498 129 2837 2646 2760 1548 260 1364 115 72 275 493 3178 370 2469 252 2220 2039 330 1740 301 1089 431 834 3063 2925 2960 2094 2026 244 191 1845 2222 579 3023 1534 1342 1255 2565 2 3069 939 434 3101 1931 1293 166 2696 88 598 764 1540 408 106 21 648 1510 2812 423 1574 3052 1296 405 2383 1203 2778 1679 2445 437 2839 2881 1471 479 2967 1475 1481 109 1137 1045 2610 284 1658 1591 1883 1138 3007 2290 2598
328,67 2958 708 2195 56 2910 320 370 1604 418 2636 2372 2899 1746 2059 897 2498 2054 98 88 865 2795 302 2683 559 1416 1048 179 494 634 79 1733 173 10 14 638 15 1014 2775 262 1418 1233 117 1131 1567 39 213 110 2080 1242 2228 2324 1176 754 106 1548 619 366 2982 704 1307 2135 2147 1004 2725 629 1388 326 115 684 2026 1740 860 2428 147 50 17 208 1500 1534 716 862 78 624 1232 2079 205 569 2853 2044
329,411 344 2652 257 315 1169 173 10 1067 15 1534 614 754 1740 14 1014 1340 502 405 2 640 221 242 62 1548 451 4 241 1 817 723 392 233 653 461 2519 1431 988 425 1905 811 622 681 200 85 2211 645 105 254 1661 40 601 152 819 2157 124 1990 477 346 1674 213
330,909 122 2222 1845 1380 1875 857 38 1798 2090 2352 1186 1634 2946 595 2383 1180 2706 545 1679 1210 2607 1373 2445 437 390 806 495 1546 1614 252 466 528 1152 499 2993 413 536 579 512 1040 276 67 759 17 1841 1692 827 365 491 1488 443 167 241 1036 848 1784 2936 2364 212 148 406 453 385 131 76 146
331,1050 2684 412 2497 943 476 354 987 2294 415 1239 567 811 865 922 59 1638 387 2472 2557 17 2831 909 191 3036 2034 1892 879 535 435 2735 694 1430 660 201 3101 1077 243 2650 2461 758 2352 3098 92 98 2232 134 3185 2702 1453 2778 720 321 2612 2611 1960 2635 374 2089 186 1832 1353 163 927 1440 991 70 1710 908 154 108 109 2305 1818 2143 1631 507 509 1323 1405 2171 66 2457 1748 692 489 2187 1490 2875
332,784 1656 274 1848 1222 297 601 480 634 26 1411 39 2293 1633 2211 1870 549 268 1396 1023 1524 428 1106 51 1925 1795 947 11 1068 2867 1017 1 1284 2568 2688 1220 4 1418 117 1373 20 1501 370 61 2230 1951 1746 627 903 2503 326 912 378 1436 22 1793 1841 917 1587 1701 2083 2936 2262 966 940 860 453 2176 1276 416 2070 1614 656
333,1466 1316 865 933 2423 2300 335 244 1518 59 47 2237 1102 1892 811 1879 763 17 260 191 535 3174 1521 1350 2240 2741 2684 2547 1160 198 153 3101 2248 1766 1106 2589 2461 67 3056 340 2235 3098 92 979 2408 557 664 134 2313 347 2232 98 2750 2778 11 3085 1906 55 22 2089 0 293 122 186 3110 2536 251 1118 267 1046 1619 1030 1628 2805 2305 1474 28 2007 482
334,1396 257 2347 3056 2124 230 63 239 1014 287 2410 278 2481 1548 740 1232 1740 1747 3149 1 84 4 1135 1534 170 643 3153 2612 659 2981 2654 2180 3177 1067 3017 764 495 748 405 1670 1833 2951 516 307 2517 1665 208 377 390 1332 1913 642 2730 156 1392 3030 10 2896 1062 14 15 110 1573 2271 336 1399 738 114 100 305 2319 2629 1565
335,817 1271 1823 2440 11 2403 63 764 2124 1485 3056 1713 2327 192 56 307 2001 595 1709 1109 3076 2720 1135 2802 3153 545 182 61 138 495 1550 58 1833 378 2993 2703 2390 2531 1712 642 377 1808 923 1587 2514 2897 305 326 1695 3034 1111 2505 860 1573 176 1339 1053 1140 2424 2374 2379 3011 2629 194 1409
336,1638 82 685 1892 122 622 1171 1908 879 1554 2375 1879 2527 1531 3101 166 201 694 1068 1524 243 435 1824 2410 648 2844 11 730 3096 517 2706 979 1047 1819 1358 1348 545 3056 98 347 348 2997 138 307 2778 87 2230 321 993 421 888 186 372 1030 404 1405 1474 2430 2044 2305 2007 541
337,1396 38 2318 117 2519 790 1153 83 432 2415 56 1824 340 557 302 1186 1296 1412 3015 405 87 1556 2946 2383 4 2568 347 1566 708 2313 1232 1026 170 1453 876 3115 712 2971 1836 2445 538 58 86 2177 2680 1097 2711 173 1834 1164 707 2531 3177 569 2013 326 1004 2695 147 1172 550 3054 2536 1036 2896 2107 1115 2364 2203 1483 2493 2505 189 2570 2941 548 1091 2430 2171 675 3198 2875
338,748 2981 56 924 1332 910 110 24 241 516 2517 100 1747 15 10 1550 1339 433 1893 366 1577 786 1864 1584 9 1150 1913 2260 1703 68 305 2379 7 953 2629 1895 2465 1695 1183 2319 474 2295 1392 2254 2124 378 278 2530 2332 929 240 1573 1005 2258
339,874 2480 2790 1782 2522 1280 2587 3062 2673 673 291 2377 106 2792 458 71 881 353 960 1191 630 485 1717 828 2071 262 2528 1722 1262 2339 3133 557 2801 2894 2250 2744 1816 2473 42 1466 553 46 552 1382 38 805 1104 1620 22 490 450 855 341
340,636 943 2863 39 1090 330 260 1891 3025 59 1918 17 3036 811 1981 949 1518 82 1892 744 2413 634 1911 1608 3101 1077 533 125 198 1358 11 730 869 1385 2650 598 2844 2235 3139 2461 1158 1107 2024 720 347 1709 661 2489 2750 136 1368 2230 1472 518 859 1906 238 186 970 163 404 991 2770 1870 446 2441 1681 154 16 2570 1710 99 109 2305 1405 1030 176 1351 1580 160 35 45 1091
341,800 311 1991 1680 124 1612 957 2157 36 702 417 63 1593 704 461 2752 1321 1198 1559 106 257 723 2725 2 233 2511 2175 39 3024 239 105 191 2065 2601 288 2622 85 40 2228 2124 2028 317 1 1170 546 861 1037 841 3113 1909 411 1001 3129 754 2569 287 1771 1933 756 2254 278 1234 1994 84 1220 646 2318 56 117 2029 1153 539 432 671 1556 2481 2410 2866 2753 3015 1271 1232 1544 1584 4 1135 170 1412 1726 366 798 708 643 2401 2918 519 712 2180 1164 2531 1034 1550
342,1364 960 1020 2214 2289 279 2039 536 1536 864 2660 1875 1926 3060 535 2200 1532 166 1586 1336 1790 1948 1088 648 3046 1186 3096 2946 1679 545 1210 1622 1738 1546 3014 295 1814 1488 1374 888 991 65 400 158 73 593 211 1619 2438 1628 28 3198
343,1401 129 2581 937 1823 2837 2508 1340 685 515 462 2959 1 275 1088 578 2526 877 83 660 2470 2732 764 722 84 67 2029 2 2895 2476 494 1596 2049 2338 1534 1067 614 405 2272 2946 2403 2726 4 569 997 2609 1709 869 2877 106 1553 1724 1566 418 390 1546 1419 495 173 1225 957 1063 639 1467 2611 348 276 1353 370 241 1036 852 2056 58 498 41 182 0 153 207 1431
344,2883 1505 1753 246 804 3199 519 631 1863 2690 2841 1292 2611 2121 1133 1928 472 1142 3034 1301 1311 760 2521 955 57 863 1140 323 358 825 1861 2943 566 1151 2209 1425 587 803 484 1053 367 654 1765 794 112 2099 1756 2975 1872 2626 264 1352 727 2122 896 801 1417
345,1147 2056 910 61 798 2716 1047 1001 239 1 278 2175 287 643 63 432 84 4 1321 1584 1728 326 1670 208 1332 2695 539 671 1232 786 748 1399 2802 338 1135 876 1525 2951 105 2624 1392 68 433 360 1573 100 2271 738 3038 1577 1759 2319 101 2530 2332
346,56 1001 278 2511 2410 526 598 3052 3101 432 3149 1 1728 170 876 1248 712 61 1147 2451 58 2234 2611 2531 629 208 1677 22 3054 2651 786 550 3110 0 2987 2536 361 2830 190 835 2624 9 1735 1864 137 2493 272 438 245 2288 76 256 2126 1818 1893 2805 3141 8 752 164 2305 2176 2142 63 3038 2430 2136 501 2044 2559 918 2861 1591 2319 670 585 1409 113 2582
347,228 1127 2645 619 1954 1259 1357 497 836 3181 2782 93 740 423 79 1029 2683 2036 209 206 3105 17 2315 2725 1069 3024 3129 2753 681 2827 2104 2349 2409 13 1408 2950 230 46 1 84 1014 2829 4 1037 1340 1548 213 525 1740 30 1223 150 1534 1067 26 614 31 1313 55 405 390 241 455 178 2065 62 2884 562 2448 2994 2802 2917 2820 2124 2391 1393 2567 112 3177 1319 434 1228 989 141 243
348,1608 1787 517 1696 348 2894 595 997 1770 182 2232 2141 1960 2563 2032 2114 970 123 2536 2987 1145 163 472 1710 1343 1381 108 721 272 146 1818 2047 1288 3065 2126 323 3141 363 654 1499 1053 367 2010 1012 1252 304 1688 1939 484 896 1952 1352 2169 281 810 637
349,964 515 36 1791 841 1233 1176 852 2631 2028 2879 200 38 239 1 425 1933 2175 790 206 56 278 1240 2622 1713 2257 539 754 1117 2481 3015 2982 1127 4 1232 2157 916 1319 459 3149 1478 708 1775 2981 695 290 2665 2196 519 2764 2654 61 2767 117 659 712 1729 1135 1238 1747 1305 3017 2291 1671 58 2677 326 377 1332 156 3030 2514 2107 305 1339 2271 548 1533 1811
350,2033 2856 636 1521 621 2497 761 415 2297 1084 1239 608 1921 2341 1287 1941 1406 1597 639 1258 1090 2090 2498 2421 387 155 72 370 1191 1555 1204 3063 191 2899 1424 244 685 2154 2825 2128 1780 2311 2691 535 1092 2413 512 939 21 1611 1348 1221 1586 827 2235 38 229 758 1734 92 2408 2383 3096 2163 2706 365 347 979 997 98 1679 2558 1277 1394 1110 925 321 1834 3094 103 1739
351,877 2240 808 486 2349 1341 1373 2409 324 1608 338 33 1034 2767 557 11 98 912 1152 720 2591 1 2160 143 321 361 1358 1325 114 1311 666 2493 2505 2941 970 908 3076 566 438 1964 3050 2430 732 1252 1053 2136 1688 2347 2757 675 2184 603 782 1352 1503 2166 2996 2874 752 2239 2169 1002 1333 1939 2634 2126 1565 2530
352,155 2014 294 129 32 686 116 246 551 398 656 51 2147 2687 1973 2586 608 2051 319 1915 1994 1662 1058 191 2820 2400 1946 1905 711 863 2206 453 3009 242 2537 109 721 1140 886 1570 3083 2761 782 3072 732 8 1765 3011 2112 438 172
353,17 47 704 1647 2314 2392 338 564 2 1771 598 2569 243 861 1790 387 1520 766 957 480 88 1396 562 938 622 1001 1621 869 2207 278 63 852 1464 1220 754 942 411 1835 2394 21 2955 2547 3075 2716 435 1994 84 1321 1978 449 432 2519 1905 1106 868 448 2175 1971 569 1395 1713 1556 671 56 1401 539 405 1744 740 467 257 1562 2982 311 1544 98 2827 1728 3153 643 170 798 1775 659 1225 2349 712 2125 61 2013 1671 81 1399 2138 3017 69 2517 11 156
354,1595 641 646 2023 90 1126 2368 750 265 2746 85 2497 1917 965 985 106 481 415 3057 1000 1828 44 709 768 2034 1607 1293 254 2472 129 3107 2058 1835 1029 2885 1937 487 2008 2832 1079 1912 1878 2300 544 1236 2333 949 102 1717 1170 3165 410 1069 2375 3196 17 1860 1545 2024 94 720 2232 2042
355,1655 265 2164 2513 897 2135 2957 2054 2264 2737 2795 476 477 2375 2255 1848 1835 253 2034 2609 2058 429 59 2476 481 2220 1000 44 2472 306 1089 3036 1707 2815 541 768 831 1519 1510 1946 3165 2222 1981 1823 2650 1158 962 1545 595 1394 421 811
356,2804 40 27 1 852 3075 2175 1408 2879 2631 121 1430 562 754 880 614 502 1642 2569 2401 1228 515 3042 2028 1117 63 257 2124 1218 1170 84 2385 510 1321 861 311 278 1240 2469 1114 338 1464 1909 317 155 1001 2752 1612 427 2636 594 865 50 271 2318 410 1143 21 67 2481 1824 671 695 2235 1224 431 405 2728 459 1319 1478 740 92 83 3052 965 209 2866 508 900 387 2519 4 1107 1271 221 412 170 348 643 523 685 2213 659 1432 1426 1097 1034 61 58 270 2695 2531 993 2839 377 113 1366 3054 950 1429 1115 463 2171 2457 2319 2582
357,2635 1369 1079 1705 1415 933 851 2368 2196 3168 1988 890 1741 3195 427 2170 590 1558 729 52 1828 3197 350 106 21 67 621 2737 166 3020 229 1679 73 2721 1488 1743 1255 1143 271 862 1084 2445 2452 2416 1284 1733 448 2745 1796 2780 1364 1439 1258 3069 1569 1389 2674
358,949 228 2560 88 2741 1068 21 67 92 1709 2489 2892 2230 1906 276 2881 421 3110 2055 1710 460 2253 991 529 3057 1442 267 2288 166 1760 1914 1475 1883 1628 1400 1658 176 561 435 862 3 2007 2996 1138 1630 2419 13 1785 3007 918 341
359,715 1427 989 94 557 2073 879 761 2408 492 1682 595 2894 1385 892 1709 1293 979 1724 2557 3064 2415 285 2365 1212 1467 1823 309 545 2526 2946 2419 136 2603 2744 495 1739 166 276 238 1832 1095 1487 1178 563 1094 950 99 0 2770 1036 16 400 1009 83 2567 73 137 41 1054 1433 306 1687 1855 2288 1145 2887 1070 1964 218 888 1400 1588 176 6 842 2438 975 154 286 3 1405 2328 95 1055 1628 1217 3022 532 2007 514 1174 169 991 3053 576
360,56 3149 1232 1747 4 1728 366 1135 2481 643 2665 659 1775 2981 1544 539 338 712 1164 1147 2056 1671 1836 2439 257 3017 1550 748 270 873 2318 1670 2703 516 1209 1833 378 615 326 117 627 2695 377 3177 642 1153 2254 1366 1525 1605 813 1004 1392 563 577 110 2624 69 1111 1235 2166 2319 100 1703 1226 2530 2332 980 1339 2209 1025 626 2506
361,302 1523 497 1715 337 744 87 340 347 1622 1709 1679 2013 127 716 285 1770 520 997 1097 819 103 1492 1167 2050 1604 2542 1854 934 1685 1808 2280 599 1024 1366 260 1689 2897 1374 369 991 2592 2463 1619 2902 2064 6 256 66 2718 1358 952 176 501 737 203 814 3110 13 850 343 97 450
362,23 1408 564 1176 1873 1469 3089 1380 2459 1156 1321 2601 408 30 1240 44 2254 1162 736 1221 2415 2548 1791 448 1713 2272 2877 350 1388 1485 1992 740 2511 754 2802 1232 798 539 1544 1775 1933 2175 268 1854 1147 2338 1836 551 2703 547 2832 10 14 1653 1214 1876 786 56 508 366 15 43 4 1024 2012 2620 2572 2148 157 2764 332 569 2013 2803 759 6 1893 577 66 650 1813 242 1085 802 1811
363,2697 2527 253 2528 2801 1946 2078 1092 2491 165 1480 1427 335 448 2292 487 2247 64 1185 831 1799 26 891 2312 881 174 79 2472 1696 492 347 1682 417 1120 20 890 3164 1950 21 67 820 2452 185 47 1348 2059 1679 98 1549 1722 17 3146 315 2625 709 763 2252 2250 1816 128 4 84 1 1178 30 96 31 310 145 719 265 1542 2105 720 1090 309 421 811 2152 247 3108 1835 49 413 816 1593 51 2213 1107 442 50 103 3016 1681 311 286 1969 805 537 0 2889 83 1375 1879 194 122 238 210
364,2991 669 1305 328 3179 1993 954 608 2041 689 672 1312 1238 1377 2773 2560 2005 839 2269 870 1654 1997 1273 458 308 1043 830 866 329 680 1839 353 874 559 1302 1555 2783 370 1084 1346 549 1015 864 1582 1299 2463 1336 914 2801 342 1341 2683 557 1389 324 1622 1849 1317 91 188 1 4 1200 599 295 60 2639 159
365,1413 1265 290 2272 1635 85 695 1211 125 265 1604 1010 2231 1109 1826 365 1899 1296 789 722 989 41 218 1610 2151 2102 2960 1255 941 2920 2737 256 1676 1369 143 166 1314 264 295 857 60 1535 1975 648 2364 1730 1524 2568 273 1700 2003 1572 1678 538 3060 48 506 1531
366,260 1892 1603 3196 2661 82 2504 1077 382 1239 151 155 315 1590 427 179 201 2719 2235 23 823 3101 388 2650 622 598 709 52 729 653 720 98 58 1 880 350 103 3005 43 2089 247 127 163 147 1438 1172 207 529 64 66 1700 0 109 2457 267 1764 4 99 5 229 1456 1681 649 442 441 273
367,1148 47 64 1430 2541 2854 1985 2403 3195 1878 353 26 1567 342 716 2510 2223 1559 17 2472 914 921 962 2799 229 2910 52 2837 179 2116 729 979 136 2893 568 533 2369 2440 151 3005 1808 1236 302 1470 1 2178 84 46 145 861 552 1126 409 511 507 672 138 4 750 1590
368,874 2522 1083 1079 412 2673 719 44 291 768 1492 1278 1041 1741 2015 353 168 2376 1842 542 1480 1717 674 1257 2433 1069 2528 1454 1185 415 634 1430 88 1911 809 3099 1106 1696 2567 11 557 341 128 2549 979 3073 347 1588 2534 1549 138 321 136 2744 552 518 1178 927 1009 444 641 1631 1410 1165 2416 1070 842 490 363 450 2798
369,1415 1683 1665 1023 102 1224 17 1576 549 1284 487 2705 478 221 3146 2967 2277 817 1892 2413 88 2200 1908 1586 64 2769 1068 869 1448 243 1925 2812 3139 191 2997 2307 1453 1368 2564 1419 58 2611 3085 98 22 2924 666 186 361 0 2651 404 3050 2694 245 32 2896 438 593 1030 18 2143 2352 1818 2570 2239 1405 2305 2171 1351 3141 1474 509 1561 2047 35 2136 996 2044 2243 2187 2996 2875
370,1888 3121 306 1280 1187 59 2091 2100 106 39 2236 2779 962 2885 2898 64 768 1270 1985 2336 151 487 17 1870 1880 1567 429 1595 1181 938 221 2161 2211 1860 449 2085 486 1476 350 297 649 800 1991 1431 2654 2333 651 1746 570 981 3045 2984 1410 1144 935 2927 2942
371,2098 2023 1451 1803 601 1660 2684 562 2448 1835 2994 354 515 722 2067 1408 1485 36 124 152 40 564 1752 972 27 13 2043 17 138 1107 2451 153 1047 511 265 3185 386 1 84 4 351 1587 2595 746 55 568 271 32 1143 1733 719 2128 1851 1843 1086 1812 1119 1303 1089 98 52 1342
372,1014 84 1153 790 2254 1218 317 64 117 56 206 2028 539 852 2866 671 338 257 546 1556 2481 740 1584 1544 4 1232 1135 1747 3153 311 643 798 2420 659 1034 1164 712 61 2056 1713 1550 105 2572 270 873 2695 1209 326 378 208 642 1525 1366 156 3054 813 305 1429 2624 2107 1062 110 1111 738 3038 1339
373,954 150 1733 962 3197 880 1194 1856 3013 181 2197 1379 53 328 928 3077 2957 1120 2128 71 1871 3091 832 1073 3193 315 145 1445 1776 478 1593 2562 3186 1813 2719 303 2006 2632 1383 1413 2603 1965 1285 1904 862 856 608 609 2949 253 1350 1287 2780 354 85 1782 1828 702 3004 1079 89 511 93 2394 72 534 2859 2051 610 1955 2341 665 2933 1329 2306 1102 2145 1944 2664 1364 1866 750 330 567 1493 1251 1704 265 168 2782 2739 1029 387 1090 23 2816 2790 260 2845 814 1284 2948 2300 3012 47 1875 2450 1250 127 1000 1558 990 244 155 657 191 987 1355 2587 331 36 21 3140 1630 481 949 67 2887 648 340 92 1426
374,938 1511 1050 1856 3195 1432 636 476 3021 2685 990 865 448 39 639 3048 499 2402 2034 2837 1891 1355 2074 129 1603 2816 2843 1888 3146 1799 370 1878 415 1817 2147 3042 1536 2618 3036 3010 265 651 1707 242 816 427 2333 2803 2413 2458 3172 3101 21 166 2513 2696 2988 2403 1043 1661 155 1734 2609 1202 67 2362 2892 1448 1054 229 1174 92 1628 2778 925 1139 993 421 2114 720 991 369 1494 2253 32 267 137 561 1580 97 2076 572 1405 2007 1785
375,36 2 2661 56 3075 3129 569 432 2982 27 539 2124 1771 1994 1907 2013 4 1135 3149 2945 798 876 659 551 2981 69 1501 1147 3017 712 1951 2951 748 1653 58 2517 411 2999 278 2695 326 208 3015 1332 1913 1366 352 1876 2730 1605 813 250 786 361 1209 873 2511 3034 2107 1429 1016 585 2941 2805 1893 409 2176 1561 1409
376,567 93 1464 2402 1965 1043 2774 1891 1780 233 102 3006 279 1958 2354 705 1480 3013 1020 1015 1221 1722 862 1383 1630 1364 1255 1285 1448 648 827 1927 1116 1772 1315 87 720 42 370 936 437 973 166 73 189 1677 2552 569 490 532 50 842 1734 5
377,1992 1233 1572 1553 631 695 1500 2882 418 2003 2173 1676 1176 968 1388 2901 2338 638 2508 2202 2959 2581 2198 2895 2877 378 3100 1525 813 1206 161 208 305 15 9 1062 2189 270 1014 230 1242 1922 204 68 1573 2271 27 1893 1339 360 63 3109 2426 2855
378,2275 1843 1753 451 1977 2524 2748 2443 1206 1342 2959 508 640 618 425 607 3171 2754 2459 1089 2291 1570 600 2995 2496 2281 1752 1744 2314 281 2954 2492 2432 2662 2797 633 2876 2543 2572 1788 2424 2882 1693 523 2165 2374 2045 3040 25 167 2736 2434 1865 1129 2364 157 2140 1311 29 3082 225 2855 1272 235 2626 1486 146 2738 3120 566 2303 1896 195 824 2903 2852 3135 1577 468 963 141
379,1520 938 1667 723 1629 544 558 1888 1995 3150 2068 930 476 1825 3021 415 1441 1799 565 253 1603 987 129 2775 2575 44 1041 39 745 1891 744 155 1136 2450 346 47 82 1518 2765 1892 1189 151 1682 1879 2413 2591 421 1172 147 1681 1903
380,34 1975 1072 1336 1413 1314 734 1854 793 815 2697 2151 898 449 2573 59 3193 2289 1167 2491 139 1213 1962 2412 1024 1374 2523 369 2807 158 2054 32 60 121 991 2496 2406 256 1403 1345 97 3182 791 2522 850 218 2184 2577 61 2253 7 9 2866
381,1731 1212 248 997 790 1472 2654 1549 1947 138 321 775 1844 685 1935 2080 1816 1467 1382 208 2663 550 950 1242 2517 302 2896 2940 1438 1393 1062 272 1319 1429 523 2017 418 273 2176 2634 2211 1474 24 450 489 102 330 1069 2042 2243 2102 2152 1607
382,1285 719 870 1087 1732 1904 608 2195 983 2458 1287 1597 175 866 768 1090 1258 1000 680 2760 705 370 106 1020 2247 353 2151 2807 549 1284 2072 1378 1255 2691 1569 2431 2709 694 2821 21 716 1734 1948 1088 1448 67 648 3046 557 2279 194 979 3096 2946 1523 2558 545 285 134 1249 1770 437 919 136 491 1546 1960 2383 295 166 1906 238 973 1488 1094 1487 1374 139 369 950 2473 1045 1934 400 70 16 1442 60 73 256 1433 453 76 218 176 1205 1845 536 479 97 1800 284 28 3 363 95 855 743 2722 172 514 169
383,115 950 952 1 4 36 124 1145 152 2545 40 235 302 24 554 0 16 1934 1171 184 1047 361 211 460 518 22 378 2778 2440 2397 469 750 1474 551 886 244 1225 467 180 504 897 176 99 105 17 2044 1619 2241 3011 598 166 2243 1588 1571 2747 9 2957 1653 172 2874 2996 744 1952 2598 659 2171 1450
384,645 1 26 50 544 315 84 192 862 2223 259 2602 2195 106 771 1554 151 2542 569 2013 92 21 1284 1439 1448 1255 608 1819 1383 64 1904 98 166 1360 648 412 1414 388 545 290 2540 0 73 186 1385 95 85 122 83 2 1035
385,54 423 2272 1500 405 2469 1412 1572 3015 1992 1225 2492 2954 761 4 643 2802 1095 1232 69 2662 968 1133 631 1107 2173 1693 1676 145 1546 1550 2572 1670 338 2695 1034 311 2080 270 697 2199 2574 409 37 1245 2573 2545 1297 420 241 577 824 1922 3030 2406 2418 1265 2896 730 924 1501 2017 120 893 8 538 565 1939 1002 544 2738 2386 404 140 1811 325 2102
386,1355 47 82 761 105 1379 3021 1625 565 1717 1518 1938 2411 23 415 1880 174 2065 1155 1892 1102 90 410 779 1418 59 357 3112 422 1519 2277 2787 619 879 429 233 288 3104 480 1989 2527 3006 1181 386 2926 2 938 942 179 1000 460 1396 2293 543 811 51 83 384 107 228 3158 129 3056 1908 1395 2074 1661 1668 3098 1017 2397 1524 448 660 1586 198 1592 213 2568 1514 694 467 221 88 497 2866 2040 1724 465 2313 98 2810 84 4 134 229 2910 551 182 709 1566 136 321 986 1110 1854 94 2564 1951 989 2100 1836 2744 775 307 2698 511 2511 21 67 92 687 102 163 243 1024 1808 70 32 944 3115 26 13 663 272 2505 1743 2570 1981 2526 2893 2941 846 2902 1217 6 2305 164 1323 572 490 693 836 0 3011 2136 2243 45 161 341 9 1391 2057 791 7 1952 1106 311 615 1758
387,2974 200 1977 951 990 88 1223 2925 329 1555 1493 243 3199 2911 1066 115 2812 388 290 2601 1540 598 3052 790 1607 87 1450 365 491 271 2665 3178 2307 2728 364 1373 1947 538 2231 775 2881 1317 208 3110 2680 2711 2203 1814 1327 2940 2267 215 211 585 1801 1475 1658 561 1391 1982 3011 159 1138 1409 1811
388,1247 1081 1741 39 353 2015 769 153 185 1257 1847 672 3195 17 1274 145 205 2792 949 93 1148 1358 2765 2820 513 533 2674 694 2461 2458 880 21 1118 67 79 874 503 11 102 2534 13 1212 1617 98 912 411 1549 1174 687 2818 1854 2345 838 1469 242 330 755 2719 1 867 321 2988 471 247 1554 2770 1382 2940 927 2807 154 970 2663 2 2438 917 1288 1964 273 2821 2430 66 552 2942 49 1041
389,1753 2764 704 1206 200 230 2879 36 1899 2511 1822 459 1242 1388 1393 1340 1548 425 1740 1534 1067 451 699 3122 2003 2516 618 1473 607 728 2470 2038 2012 206 1093 2027 1478 1066 2119 814 988 1289 681 2919 127 2939 2281 790 63 1771 1 408 124 152 40 2254 2620 2175 754 2318 1464 2982 2272 1647 2198 2877 405 337 1953 519 1572 523
390,1317 1934 173 691 139 3182 65 2036 2934 68 60 167 282 934 166 1569 554 33 115 101 1052 76 461 1782 462 428 218 3147 655 1657 264 376 146 886 1082 1198 28 875 920 2283 272 760 782 95 3022 130 2007 561 1074 159 215 35 697 1154 1964 18 739 908 2574 1529 172 2395 1785 223 509 12 3198 1742 2925
